DateRcv,SiteNo,ArtNo,ReceiveVamt,ReceiveQty,,,,,
28/9/2023,0,6,345,7,,,,,
28/9/2023,0,6,2760,55,,,,,
28/9/2023,0,2,1847.038,46,,,,,
28/9/2023,0,0,745.2,41,,,,,
28/9/2023,0,8,890.1,21,,,,,
28/9/2023,0,9,322,12,,,,,
28/9/2023,0,3,776.25,69,,,,,
28/9/2023,3,3,517.5,46,,,,,
28/9/2023,3,0,1490.4,83,,,,,
28/9/2023,3,5,901.4873,16,,,,,
28/9/2023,3,6,1380,28,,,,,
29/9/2023,1,3,257.117,23,,,,,
29/9/2023,4,6,345,7,,,,,
29/9/2023,4,5,450.74365,8,,,,,
29/9/2023,4,8,931.5,21,,,,,
29/9/2023,1,6,345,7,,,,,
29/9/2023,4,3,257.784,23,,,,,
29/9/2023,4,9,322,12,,,,,
29/9/2023,1,7,499.67385,15,,,,,
29/9/2023,3,2,934.812,23,,,,,
29/9/2023,3,2,934.812,23,,,,,
29/9/2023,4,0,496.8,28,,,,,
29/9/2023,1,5,450.74365,8,,,,,
29/9/2023,1,8,931.5,21,,,,,
29/9/2023,1,0,496.8,28,,,,,
29/9/2023,1,9,322,12,,,,,
29/9/2023,3,0,496.8,28,,,,,
29/9/2023,3,0,745.2,41,,,,,
29/9/2023,3,9,322,12,,,,,
29/9/2023,3,6,690,14,,,,,
29/9/2023,3,7,999.3477,30,,,,,
29/9/2023,3,6,1380,28,,,,,
29/9/2023,2,7,2374.75,68,,,,,
29/9/2023,0,3,776.25,69,,,,,
29/9/2023,0,6,345,7,,,,,
29/9/2023,0,7,1997.32,60,,,,,
29/9/2023,2,3,258.75,23,,,,,
29/9/2023,2,2,791.43,21,,,,,
29/9/2023,2,5,901.4873,16,,,,,
29/9/2023,0,5,450.74365,8,,,,,
29/9/2023,0,0,496.8,28,,,,,
29/9/2023,0,9,322,12,,,,,
29/9/2023,2,9,322,12,,,,,
29/9/2023,2,9,322,12,,,,,
30/9/2023,0,2,934.812,23,,,,,
30/9/2023,0,2,934.812,23,,,,,
30/9/2023,0,6,345,7,,,,,
30/9/2023,0,7,1488.07815,45,,,,,
30/9/2023,0,0,248.4,14,,,,,
30/9/2023,0,0,248.4,14,,,,,
30/9/2023,0,8,911.7729,21,,,,,
30/9/2023,0,3,515.568,46,,,,,
30/9/2023,2,2,833.98,23,,,,,
30/9/2023,2,0,248.4,14,,,,,
30/9/2023,2,7,3997.3908,120,,,,,
30/9/2023,3,0,993.6,55,,,,,
30/9/2023,2,3,257.784,23,,,,,
30/9/2023,3,5,901.6,16,,,,,
30/9/2023,3,7,496.02605,15,,,,,
30/9/2023,4,9,322,12,,,,,
30/9/2023,1,7,992.0521,30,,,,,
30/9/2023,1,3,257.784,23,,,,,
30/9/2023,3,6,1380,28,,,,,
30/9/2023,3,3,258.52,23,,,,,
30/9/2023,4,8,916.6581,21,,,,,
30/9/2023,4,6,345,7,,,,,
30/9/2023,4,7,496.02605,15,,,,,
30/9/2023,1,2,943.966,23,,,,,
30/9/2023,1,0,248.4,14,,,,,
30/9/2023,1,0,248.4,14,,,,,
30/9/2023,1,6,345,7,,,,,
30/9/2023,1,9,322,12,,,,,
30/9/2023,4,0,248.4,14,,,,,
30/9/2023,4,0,248.4,14,,,,,
30/9/2023,4,2,943.966,23,,,,,
1/10/2023,0,2,943.966,23,,,,,
1/10/2023,0,0,496.8,28,,,,,
1/10/2023,3,0,745.2,41,,,,,
1/10/2023,3,3,258.681,23,,,,,
1/10/2023,2,0,1380,69,,,,,
1/10/2023,0,7,2472.35625,75,,,,,
1/10/2023,3,9,322,12,,,,,
1/10/2023,3,9,1288,46,,,,,
1/10/2023,0,9,322,12,,,,,
1/10/2023,3,2,958.226,23,,,,,
1/10/2023,3,7,991.5438,30,,,,,
1/10/2023,2,9,322,12,,,,,
1/10/2023,0,5,450.8,8,,,,,
1/10/2023,0,3,517.04,46,,,,,
1/10/2023,3,0,496.8,28,,,,,
1/10/2023,3,6,690,14,,,,,
1/10/2023,1,5,451.9753,8,,,,,
1/10/2023,1,5,451.9753,8,,,,,
1/10/2023,1,6,345,7,,,,,
1/10/2023,1,0,248.4,14,,,,,
1/10/2023,1,0,248.4,14,,,,,
1/10/2023,1,7,495.7719,15,,,,,
1/10/2023,2,5,1803.2,32,,,,,
1/10/2023,4,0,496.8,28,,,,,
1/10/2023,4,0,496.8,28,,,,,
1/10/2023,4,9,322,12,,,,,
1/10/2023,4,7,495.7719,15,,,,,
1/10/2023,4,6,345,7,,,,,
1/10/2023,4,8,905.2731,21,,,,,
1/10/2023,4,5,903.9506,16,,,,,
1/10/2023,4,5,451.9753,8,,,,,
1/10/2023,4,3,258.681,23,,,,,
2/10/2023,0,9,322,12,,,,,
2/10/2023,0,0,248.4,14,,,,,
2/10/2023,0,0,496.8,28,,,,,
2/10/2023,0,2,958.226,23,,,,,
2/10/2023,0,3,517.362,46,,,,,
2/10/2023,0,7,495.7719,15,,,,,
2/10/2023,2,3,258.681,23,,,,,
2/10/2023,4,9,322,12,,,,,
2/10/2023,4,6,345,7,,,,,
2/10/2023,4,0,248.4,14,,,,,
2/10/2023,2,7,991.5438,30,,,,,
2/10/2023,2,2,821.215,22,,,,,
2/10/2023,1,6,345,7,,,,,
2/10/2023,1,3,258.704,23,,,,,
2/10/2023,2,0,496.8,28,,,,,
2/10/2023,1,9,322,12,,,,,
2/10/2023,3,6,1380,28,,,,,
3/10/2023,3,9,322,12,,,,,
3/10/2023,3,9,322,12,,,,,
3/10/2023,3,0,248.4,14,,,,,
3/10/2023,3,6,1380,28,,,,,
3/10/2023,0,3,258.727,23,,,,,
3/10/2023,4,6,345,7,,,,,
3/10/2023,1,6,345,7,,,,,
4/10/2023,3,6,1725,35,,,,,
4/10/2023,3,9,644,23,,,,,
4/10/2023,3,3,517.5,46,,,,,
4/10/2023,3,0,993.6,55,,,,,
4/10/2023,3,2,948.957,23,,,,,
4/10/2023,3,8,905.1075,21,,,,,
4/10/2023,4,9,322,12,,,,,
4/10/2023,4,6,345,7,,,,,
4/10/2023,2,4,1656,69,,,,,
4/10/2023,2,0,1380,69,,,,,
4/10/2023,2,2,829.725,22,,,,,
4/10/2023,2,9,322,12,,,,,
4/10/2023,1,9,322,12,,,,,
4/10/2023,1,6,345,7,,,,,
5/10/2023,2,2,846.745,23,,,,,
5/10/2023,2,7,1127,32,,,,,
5/10/2023,2,3,517.5,46,,,,,
5/10/2023,2,0,248.4,14,,,,,
5/10/2023,2,9,322,12,,,,,
5/10/2023,2,6,5175,104,,,,,
5/10/2023,0,6,345,7,,,,,
5/10/2023,0,0,745.2,41,,,,,
5/10/2023,0,2,936.629,23,,,,,
5/10/2023,0,8,900.864,21,,,,,
5/10/2023,4,8,897.5313,21,,,,,
5/10/2023,4,3,258.75,23,,,,,
5/10/2023,4,5,475.47325,8,,,,,
5/10/2023,4,9,322,12,,,,,
5/10/2023,4,0,496.8,28,,,,,
5/10/2023,4,9,322,12,,,,,
5/10/2023,0,3,776.25,69,,,,,
5/10/2023,0,7,2510.105,75,,,,,
5/10/2023,0,9,322,12,,,,,
5/10/2023,3,3,258.75,23,,,,,
5/10/2023,3,0,993.6,55,,,,,
5/10/2023,3,5,950.9465,16,,,,,
5/10/2023,3,2,1897.776,46,,,,,
5/10/2023,3,7,502.021,15,,,,,
5/10/2023,3,6,1035,21,,,,,
5/10/2023,3,8,906.0183,21,,,,,
5/10/2023,1,5,475.47325,8,,,,,
5/10/2023,1,2,935.939,23,,,,,
5/10/2023,1,3,258.75,23,,,,,
5/10/2023,1,8,899.9739,21,,,,,
5/10/2023,1,0,248.4,14,,,,,
5/10/2023,1,6,345,7,,,,,
5/10/2023,1,9,322,12,,,,,
5/10/2023,1,7,1004.042,30,,,,,
6/10/2023,0,3,517.5,46,,,,,
6/10/2023,1,3,258.75,23,,,,,
6/10/2023,0,7,2018.549,60,,,,,
6/10/2023,0,5,486.77545,8,,,,,
6/10/2023,3,9,644,23,,,,,
6/10/2023,3,3,258.75,23,,,,,
6/10/2023,3,5,974.3237,16,,,,,
6/10/2023,3,6,1035,21,,,,,
6/10/2023,3,0,745.2,41,,,,,
6/10/2023,4,2,935.249,23,,,,,
6/10/2023,4,3,517.5,46,,,,,
6/10/2023,4,0,745.2,41,,,,,
6/10/2023,4,7,504.63725,15,,,,,
6/10/2023,4,9,322,12,,,,,
6/10/2023,0,8,901.7127,21,,,,,
6/10/2023,1,5,486.77545,8,,,,,
6/10/2023,0,9,322,12,,,,,
6/10/2023,0,0,496.8,28,,,,,
6/10/2023,1,0,496.8,28,,,,,
6/10/2023,1,7,504.63725,15,,,,,
6/10/2023,1,6,690,14,,,,,
6/10/2023,0,2,1871.188,46,,,,,
6/10/2023,2,2,842.49,23,,,,,
6/10/2023,2,3,517.5,46,,,,,
6/10/2023,2,7,1569.75,45,,,,,
7/10/2023,1,2,935.663,23,,,,,
7/10/2023,1,6,690,14,,,,,
7/10/2023,0,7,1513.91175,45,,,,,
7/10/2023,0,3,258.75,23,,,,,
7/10/2023,0,0,248.4,14,,,,,
7/10/2023,0,5,487.16185,8,,,,,
7/10/2023,1,5,468.82395,8,,,,,
7/10/2023,3,6,1035,21,,,,,
7/10/2023,3,8,910.7586,21,,,,,
7/10/2023,3,0,496.8,28,,,,,
7/10/2023,3,5,1406.47185,24,,,,,
7/10/2023,3,7,1013.8791,30,,,,,
7/10/2023,3,2,946.841,23,,,,,
7/10/2023,3,3,220.57,23,,,,,
7/10/2023,4,0,248.4,14,,,,,
7/10/2023,4,6,345,7,,,,,
7/10/2023,4,5,468.82395,8,,,,,
7/10/2023,4,9,322,12,,,,,
7/10/2023,4,8,900.3879,21,,,,,
7/10/2023,1,3,238.395,23,,,,,
7/10/2023,1,8,900.3879,21,,,,,
7/10/2023,1,7,506.93955,15,,,,,
7/10/2023,1,9,322,12,,,,,
7/10/2023,2,5,974.3237,16,,,,,
7/10/2023,2,2,808.45,22,,,,,
7/10/2023,2,0,496.8,28,,,,,
7/10/2023,2,9,322,12,,,,,
7/10/2023,2,3,258.75,23,,,,,
8/10/2023,2,5,937.6479,16,,,,,
8/10/2023,2,3,220.57,23,,,,,
8/10/2023,3,6,1035,21,,,,,
8/10/2023,2,0,745.2,41,,,,,
8/10/2023,3,0,496.8,28,,,,,
8/10/2023,3,2,943.851,23,,,,,
8/10/2023,3,3,211.324,23,,,,,
8/10/2023,2,2,395.715,11,,,,,
8/10/2023,0,3,441.14,46,,,,,
8/10/2023,1,7,521.9344,15,,,,,
8/10/2023,1,6,345,7,,,,,
8/10/2023,1,5,468.82395,8,,,,,
8/10/2023,1,0,248.4,14,,,,,
8/10/2023,0,2,934.536,23,,,,,
8/10/2023,0,6,345,7,,,,,
8/10/2023,4,3,216.292,23,,,,,
8/10/2023,0,7,1013.8791,30,,,,,
8/10/2023,0,9,322,12,,,,,
8/10/2023,0,5,468.82395,8,,,,,
8/10/2023,4,7,1043.8688,30,,,,,
8/10/2023,4,0,496.8,28,,,,,
8/10/2023,4,5,468.82395,8,,,,,
8/10/2023,0,8,903.0168,21,,,,,
8/10/2023,0,0,496.8,28,,,,,
8/10/2023,4,9,322,12,,,,,
9/10/2023,0,3,211.324,23,,,,,
9/10/2023,0,0,248.4,14,,,,,
9/10/2023,3,6,1035,21,,,,,
9/10/2023,3,9,644,23,,,,,
9/10/2023,3,9,644,23,,,,,
9/10/2023,0,7,555.9905,15,,,,,
9/10/2023,0,2,934.812,23,,,,,
9/10/2023,3,0,496.8,28,,,,,
9/10/2023,4,9,322,12,,,,,
9/10/2023,4,3,239.637,23,,,,,
9/10/2023,2,7,2737,78,,,,,
9/10/2023,4,0,248.4,14,,,,,
9/10/2023,2,3,211.324,23,,,,,
9/10/2023,2,2,825.47,22,,,,,
9/10/2023,2,5,1680.84,27,,,,,
9/10/2023,1,7,560.37085,15,,,,,
9/10/2023,2,0,248.4,14,,,,,
9/10/2023,1,0,248.4,14,,,,,
9/10/2023,1,6,345,7,,,,,
9/10/2023,1,3,227.125,23,,,,,
10/10/2023,3,6,1035,21,,,,,
10/10/2023,2,7,1718.675,49,,,,,
10/10/2023,2,0,248.4,14,,,,,
10/10/2023,2,9,322,12,,,,,
10/10/2023,2,2,808.45,22,,,,,
10/10/2023,4,6,345,7,,,,,
10/10/2023,4,0,248.4,14,,,,,
10/10/2023,4,9,322,12,,,,,
10/10/2023,2,3,239.637,23,,,,,
10/10/2023,0,3,239.637,23,,,,,
10/10/2023,0,0,248.4,14,,,,,
10/10/2023,0,7,1132.4326,30,,,,,
10/10/2023,1,9,322,12,,,,,
10/10/2023,1,6,690,14,,,,,
11/10/2023,0,9,322,12,,,,,
11/10/2023,0,9,322,12,,,,,
11/10/2023,0,6,345,7,,,,,
11/10/2023,1,6,345,7,,,,,
11/10/2023,4,9,322,12,,,,,
11/10/2023,2,0,1120.1,56,,,,,
11/10/2023,2,7,1964.2,56,,,,,
11/10/2023,2,2,421.245,11,,,,,
11/10/2023,3,5,1376.55,24,,,,,
11/10/2023,3,7,3568.87895,105,,,,,
11/10/2023,3,2,920,23,,,,,
11/10/2023,3,3,258.75,23,,,,,
11/10/2023,3,0,248.4,14,,,,,
11/10/2023,3,6,1725,35,,,,,
11/10/2023,3,9,322,12,,,,,
11/10/2023,3,9,322,12,,,,,
12/10/2023,2,6,2760,55,,,,,
12/10/2023,2,6,3450,69,,,,,
12/10/2023,1,8,907.5294,21,,,,,
12/10/2023,4,2,920,23,,,,,
12/10/2023,4,8,907.5294,21,,,,,
12/10/2023,4,9,322,12,,,,,
12/10/2023,3,3,258.75,23,,,,,
12/10/2023,3,2,1840,46,,,,,
12/10/2023,2,3,258.75,23,,,,,
12/10/2023,2,5,1472,23,,,,,
12/10/2023,2,2,821.215,22,,,,,
12/10/2023,3,5,918.5372,16,,,,,
12/10/2023,4,6,345,7,,,,,
12/10/2023,4,0,496.8,28,,,,,
12/10/2023,4,0,248.4,14,,,,,
12/10/2023,4,3,517.5,46,,,,,
12/10/2023,4,5,918.5372,16,,,,,
12/10/2023,3,7,3561.2395,105,,,,,
12/10/2023,3,6,1725,35,,,,,
12/10/2023,3,9,322,12,,,,,
12/10/2023,0,5,458.85,8,,,,,
12/10/2023,0,8,890.1,21,,,,,
12/10/2023,0,9,322,12,,,,,
12/10/2023,0,3,258.75,23,,,,,
12/10/2023,0,6,345,7,,,,,
12/10/2023,0,7,508.7485,15,,,,,
12/10/2023,0,0,248.4,14,,,,,
13/10/2023,4,3,776.25,69,,,,,
13/10/2023,4,6,690,14,,,,,
13/10/2023,4,5,460.4278,8,,,,,
13/10/2023,4,8,911.5659,21,,,,,
13/10/2023,4,2,920,23,,,,,
13/10/2023,4,0,496.8,28,,,,,
13/10/2023,4,9,322,12,,,,,
13/10/2023,1,2,920,23,,,,,
13/10/2023,0,3,258.75,23,,,,,
13/10/2023,0,8,920.6739,21,,,,,
13/10/2023,0,6,690,14,,,,,
13/10/2023,2,6,2415,48,,,,,
13/10/2023,2,3,517.5,46,,,,,
13/10/2023,2,2,1659.45,45,,,,,
13/10/2023,2,0,1311,69,,,,,
13/10/2023,2,7,1914.75,52,,,,,
13/10/2023,2,9,322,12,,,,,
13/10/2023,0,7,1019.6797,30,,,,,
13/10/2023,1,3,258.75,23,,,,,
13/10/2023,1,9,322,12,,,,,
13/10/2023,1,7,509.83985,15,,,,,
13/10/2023,3,6,1035,21,,,,,
13/10/2023,3,3,258.75,23,,,,,
13/10/2023,3,5,1381.2834,24,,,,,
13/10/2023,3,9,322,12,,,,,
13/10/2023,3,0,248.4,14,,,,,
13/10/2023,3,7,2549.19925,75,,,,,
14/10/2023,3,7,2544.0415,75,,,,,
14/10/2023,3,9,322,12,,,,,
14/10/2023,3,0,248.4,14,,,,,
14/10/2023,3,2,920,23,,,,,
14/10/2023,3,5,459.51815,8,,,,,
14/10/2023,3,6,1035,21,,,,,
14/10/2023,4,0,248.4,14,,,,,
14/10/2023,4,5,919.0363,16,,,,,
14/10/2023,4,9,322,12,,,,,
14/10/2023,2,6,1725,35,,,,,
14/10/2023,4,3,252.402,23,,,,,
14/10/2023,2,7,2467.9,67,,,,,
14/10/2023,0,9,322,12,,,,,
14/10/2023,0,3,247.894,23,,,,,
14/10/2023,0,0,248.4,14,,,,,
15/10/2023,2,9,322,12,,,,,
15/10/2023,2,6,1725,35,,,,,
15/10/2023,2,7,2063.675,56,,,,,
15/10/2023,2,3,238.579,23,,,,,
15/10/2023,2,0,1311,69,,,,,
15/10/2023,2,2,1659.45,45,,,,,
15/10/2023,3,2,920,23,,,,,
15/10/2023,3,3,216.476,23,,,,,
15/10/2023,3,7,1525.57275,45,,,,,
15/10/2023,3,6,690,14,,,,,
15/10/2023,3,5,459.1398,8,,,,,
15/10/2023,3,9,322,12,,,,,
15/10/2023,3,9,966,35,,,,,
15/10/2023,0,8,930.6099,21,,,,,
15/10/2023,4,6,345,7,,,,,
15/10/2023,0,7,1017.0485,30,,,,,
15/10/2023,0,5,459.1398,8,,,,,
15/10/2023,0,6,345,7,,,,,
15/10/2023,4,3,228.16,23,,,,,
15/10/2023,4,7,1017.0485,30,,,,,
15/10/2023,4,2,920,23,,,,,
15/10/2023,4,0,248.4,14,,,,,
15/10/2023,4,5,1377.4194,24,,,,,
15/10/2023,4,9,322,12,,,,,
15/10/2023,1,7,1017.0485,30,,,,,
15/10/2023,1,5,459.1398,8,,,,,
16/10/2023,4,5,1467.76455,24,,,,,
16/10/2023,4,9,322,12,,,,,
16/10/2023,4,3,214.774,23,,,,,
16/10/2023,0,9,322,12,,,,,
16/10/2023,0,3,214.774,23,,,,,
16/10/2023,0,6,345,7,,,,,
16/10/2023,4,8,894.2814,21,,,,,
16/10/2023,4,6,345,7,,,,,
16/10/2023,0,5,459.1398,8,,,,,
16/10/2023,3,6,690,14,,,,,
16/10/2023,3,5,1109.3544,16,,,,,
16/10/2023,3,7,1701.65385,45,,,,,
16/10/2023,2,7,2327.485,63,,,,,
16/10/2023,2,0,174.8,9,,,,,
16/10/2023,2,6,1380,28,,,,,
16/10/2023,2,3,216.476,23,,,,,
16/10/2023,1,5,489.25485,8,,,,,
17/10/2023,3,7,568.5784,15,,,,,
17/10/2023,1,9,322,12,,,,,
17/10/2023,1,9,322,12,,,,,
17/10/2023,2,9,322,12,,,,,
17/10/2023,2,6,1035,21,,,,,
17/10/2023,2,5,1744.32,27,,,,,
17/10/2023,3,9,322,12,,,,,
17/10/2023,3,6,345,7,,,,,
17/10/2023,3,9,322,12,,,,,
17/10/2023,4,0,248.4,14,,,,,
17/10/2023,4,5,554.6772,8,,,,,
17/10/2023,4,3,208.794,23,,,,,
18/10/2023,4,9,322,12,,,,,
18/10/2023,4,9,322,12,,,,,
18/10/2023,2,2,808.45,22,,,,,
18/10/2023,2,6,345,7,,,,,
18/10/2023,2,0,1311,69,,,,,
18/10/2023,2,7,4072.035,110,,,,,
18/10/2023,3,5,1381.25925,24,,,,,
18/10/2023,3,3,776.25,69,,,,,
18/10/2023,3,8,898.8768,21,,,,,
18/10/2023,3,6,1725,35,,,,,
18/10/2023,3,7,3063.3447,90,,,,,
18/10/2023,3,2,1840,46,,,,,
18/10/2023,3,9,322,12,,,,,
19/10/2023,2,6,2070,41,,,,,
19/10/2023,1,4,793.5,35,,,,,
19/10/2023,2,9,322,12,,,,,
19/10/2023,2,3,517.5,46,,,,,
19/10/2023,1,7,508.9279,15,,,,,
19/10/2023,1,5,431.8986,8,,,,,
19/10/2023,1,9,322,12,,,,,
19/10/2023,1,0,745.2,41,,,,,
19/10/2023,1,0,248.4,14,,,,,
19/10/2023,1,6,1035,21,,,,,
19/10/2023,1,3,258.75,23,,,,,
19/10/2023,2,2,1148.85,31,,,,,
19/10/2023,3,5,1295.6958,24,,,,,
19/10/2023,3,6,1380,28,,,,,
19/10/2023,2,5,1633.92,26,,,,,
19/10/2023,3,7,6107.1348,179,,,,,
19/10/2023,3,4,793.5,35,,,,,
19/10/2023,3,3,776.25,69,,,,,
19/10/2023,0,7,508.9279,15,,,,,
19/10/2023,0,5,431.8986,8,,,,,
19/10/2023,0,8,902.5821,21,,,,,
19/10/2023,0,6,345,7,,,,,
19/10/2023,3,2,920,23,,,,,
19/10/2023,0,3,258.75,23,,,,,
20/10/2023,2,6,2070,41,,,,,
20/10/2023,1,4,793.5,35,,,,,
20/10/2023,1,8,902.313,21,,,,,
20/10/2023,1,5,424.90315,8,,,,,
20/10/2023,1,2,920,23,,,,,
20/10/2023,1,7,508.6289,15,,,,,
20/10/2023,1,0,496.8,28,,,,,
20/10/2023,2,3,517.5,46,,,,,
20/10/2023,1,6,690,14,,,,,
20/10/2023,1,3,258.75,23,,,,,
20/10/2023,0,4,396.75,17,,,,,
20/10/2023,0,6,345,7,,,,,
20/10/2023,4,3,517.5,46,,,,,
20/10/2023,4,3,776.25,69,,,,,
20/10/2023,4,4,396.75,17,,,,,
20/10/2023,4,2,920,23,,,,,
20/10/2023,4,2,920,23,,,,,
20/10/2023,4,9,322,12,,,,,
20/10/2023,4,9,322,12,,,,,
20/10/2023,4,6,690,14,,,,,
20/10/2023,4,6,690,14,,,,,
20/10/2023,3,5,849.8063,16,,,,,
20/10/2023,3,6,690,14,,,,,
20/10/2023,3,8,903.2445,21,,,,,
20/10/2023,3,3,517.5,46,,,,,
20/10/2023,4,0,248.4,14,,,,,
20/10/2023,4,5,863.7972,16,,,,,
20/10/2023,4,0,496.8,28,,,,,
20/10/2023,4,0,745.2,41,,,,,
20/10/2023,4,5,424.90315,8,,,,,
20/10/2023,4,8,898.4835,21,,,,,
20/10/2023,4,8,1800.4032,41,,,,,
20/10/2023,0,9,322,12,,,,,
20/10/2023,3,4,793.5,35,,,,,
20/10/2023,3,9,322,12,,,,,
20/10/2023,0,7,508.6289,15,,,,,
20/10/2023,3,7,2532.6795,75,,,,,
20/10/2023,3,2,920,23,,,,,
21/10/2023,3,7,1973.4598,60,,,,,
21/10/2023,3,0,504.5832,28,,,,,
21/10/2023,3,4,793.5,35,,,,,
21/10/2023,3,9,322,12,,,,,
21/10/2023,3,3,221.605,23,,,,,
21/10/2023,3,2,920,23,,,,,
21/10/2023,3,6,1035,21,,,,,
21/10/2023,3,5,842.5774,16,,,,,
21/10/2023,4,9,322,12,,,,,
21/10/2023,4,4,396.75,17,,,,,
21/10/2023,4,6,345,7,,,,,
21/10/2023,4,5,421.2887,8,,,,,
21/10/2023,4,0,249.7524,14,,,,,
21/10/2023,4,2,920,23,,,,,
21/10/2023,4,3,239.545,23,,,,,
21/10/2023,1,9,322,12,,,,,
21/10/2023,1,6,345,7,,,,,
21/10/2023,1,6,3450,69,,,,,
21/10/2023,1,3,239.545,23,,,,,
21/10/2023,1,4,793.5,35,,,,,
21/10/2023,1,7,498.2536,15,,,,,
21/10/2023,1,0,249.7524,14,,,,,
21/10/2023,0,3,239.545,23,,,,,
21/10/2023,2,3,258.75,23,,,,,
21/10/2023,2,5,1788.48,28,,,,,
21/10/2023,2,2,1629.665,44,,,,,
21/10/2023,2,0,1311,69,,,,,
21/10/2023,0,8,903.2445,21,,,,,
21/10/2023,0,7,507.6422,15,,,,,
21/10/2023,2,6,1035,21,,,,,
21/10/2023,2,7,4186.92,113,,,,,
22/10/2023,4,7,986.102,30,,,,,
22/10/2023,4,7,1479.153,45,,,,,
22/10/2023,4,9,322,12,,,,,
22/10/2023,4,0,500.6364,28,,,,,
22/10/2023,4,5,839.3896,16,,,,,
22/10/2023,4,0,250.3182,14,,,,,
22/10/2023,4,0,250.3182,14,,,,,
22/10/2023,4,6,345,7,,,,,
22/10/2023,4,3,247.664,23,,,,,
22/10/2023,4,8,899.3322,21,,,,,
22/10/2023,0,6,345,7,,,,,
22/10/2023,0,0,504.5832,28,,,,,
22/10/2023,0,7,986.7299,30,,,,,
22/10/2023,1,0,502.3476,28,,,,,
22/10/2023,1,0,502.3476,28,,,,,
22/10/2023,1,0,251.1738,14,,,,,
22/10/2023,1,7,986.102,30,,,,,
22/10/2023,1,7,986.102,30,,,,,
22/10/2023,1,6,690,14,,,,,
22/10/2023,0,5,421.2887,8,,,,,
22/10/2023,0,4,396.75,17,,,,,
22/10/2023,0,9,322,12,,,,,
22/10/2023,2,9,322,12,,,,,
22/10/2023,2,7,1480.09485,45,,,,,
22/10/2023,2,3,221.605,23,,,,,
22/10/2023,2,6,1380,28,,,,,
22/10/2023,1,4,793.5,35,,,,,
22/10/2023,1,5,419.6948,8,,,,,
23/10/2023,1,3,241.109,23,,,,,
23/10/2023,1,7,498.41805,15,,,,,
23/10/2023,0,5,839.3896,16,,,,,
23/10/2023,1,0,251.0772,14,,,,,
23/10/2023,1,0,251.0772,14,,,,,
23/10/2023,1,5,419.6948,8,,,,,
23/10/2023,2,6,1035,21,,,,,
23/10/2023,2,7,1467.2229,45,,,,,
23/10/2023,3,7,2219.3574,60,,,,,
23/10/2023,3,3,241.109,23,,,,,
23/10/2023,2,3,247.664,23,,,,,
23/10/2023,2,0,2036.42,107,,,,,
23/10/2023,4,0,250.3734,14,,,,,
23/10/2023,0,7,489.0743,15,,,,,
23/10/2023,0,7,489.0743,15,,,,,
23/10/2023,1,6,345,7,,,,,
23/10/2023,1,4,793.5,35,,,,,
23/10/2023,0,9,322,12,,,,,
23/10/2023,0,0,250.3182,14,,,,,
23/10/2023,4,9,322,12,,,,,
23/10/2023,4,5,1259.0844,24,,,,,
23/10/2023,4,4,396.75,17,,,,,
23/10/2023,4,8,900.4086,21,,,,,
23/10/2023,4,3,241.109,23,,,,,
23/10/2023,3,6,690,14,,,,,
23/10/2023,4,2,920,23,,,,,
23/10/2023,4,7,996.8361,30,,,,,
23/10/2023,4,7,498.41805,15,,,,,
23/10/2023,4,0,751.1202,41,,,,,
23/10/2023,2,5,419.6948,8,,,,,
24/10/2023,1,6,345,7,,,,,
24/10/2023,1,0,255.1068,14,,,,,
24/10/2023,1,9,322,12,,,,,
24/10/2023,3,7,548.7248,15,,,,,
24/10/2023,3,5,1159.2,16,,,,,
24/10/2023,3,9,966,35,,,,,
24/10/2023,4,0,255.1068,14,,,,,
24/10/2023,2,3,241.109,23,,,,,
24/10/2023,2,6,690,14,,,,,
24/10/2023,2,2,765.9,21,,,,,
24/10/2023,4,6,345,7,,,,,
24/10/2023,4,3,212.336,23,,,,,
25/10/2023,2,6,345,7,,,,,
25/10/2023,2,9,322,12,,,,,
25/10/2023,2,2,856.52,23,,,,,
25/10/2023,4,5,471.086,8,,,,,
26/10/2023,1,0,249.8352,14,,,,,
26/10/2023,1,0,749.5056,41,,,,,
26/10/2023,1,4,793.5,35,,,,,
26/10/2023,1,4,396.75,17,,,,,
26/10/2023,1,3,258.75,23,,,,,
26/10/2023,1,8,902.0646,21,,,,,
26/10/2023,1,6,690,14,,,,,
26/10/2023,1,9,322,12,,,,,
26/10/2023,0,2,920,23,,,,,
26/10/2023,0,4,396.75,17,,,,,
26/10/2023,0,4,396.75,17,,,,,
26/10/2023,0,6,690,14,,,,,
26/10/2023,4,6,345,7,,,,,
26/10/2023,0,5,439.5139,8,,,,,
26/10/2023,4,8,899.4978,21,,,,,
26/10/2023,4,0,249.8352,14,,,,,
26/10/2023,4,0,749.5056,41,,,,,
26/10/2023,4,4,396.75,17,,,,,
26/10/2023,4,3,517.5,46,,,,,
26/10/2023,4,2,920,23,,,,,
26/10/2023,4,9,322,12,,,,,
26/10/2023,4,7,461.7158,15,,,,,
26/10/2023,0,0,487.8024,28,,,,,
26/10/2023,0,8,902.2716,21,,,,,
26/10/2023,0,3,776.25,69,,,,,
26/10/2023,2,6,1380,28,,,,,
26/10/2023,3,7,3693.7264,120,,,,,
26/10/2023,3,4,793.5,35,,,,,
26/10/2023,3,3,517.5,46,,,,,
26/10/2023,3,6,690,14,,,,,
